name,description,country,founding_date,relevancy
YourGuy,"YourGuy delivers products like meal boxes, medicines, important documents, clothes and a bunch of other items; all across Mumbai within a few hours from pickup, starting at 6am until midnight! Using bikes, vehicles and all forms of public transport that the city offers, we're specialists in getting your products delivered in the fastest and most cost-effective manner.",India,2014-01-01,0
Ameriworld Fulfillment Center,"Ameriworld understands the complexity and challenges of B2C and B2B order fulfillment and has the resources in place to help businesses increase sales and customer satisfaction. 

We offer full integration with your eCommerce technology and a customized fulfillment solution from start to finish. 

Our pick, pack and ship services are managed by a fully automated and integrated order processing and inventory control system. We guarantee a top-notch customer experience by ensuring same-day processing on all orders, professional packaging, and on-time delivery.  ",United States,2003-01-01,0
SmartReality,"SmartReality, a product of JBKnowledge - provider of IT solutions to construction &amp; insurance, is a construction AR mobile app allowing builders to visualize projects in 3D and 4D on any iOS or Android device. Users upload 2D plans and matching 3D models directly, Smart Reality developers will then match  plans and models and notify when they are done. When users next open up the mobile app and point it at 2D plan, a 3D model of it is shown. Users pay per project submitted for use within the app. Member of Construction Open Standards Alliance.",United States,2015-01-01,2
Samyak Buildcon,Breeze Residency - Plotting Scheme in Dholera;  Presently Samyak Buildcon develope commercial and residential plotting scheme at Dholera SIR under the company Breeze Residency.,India,2012-01-01,0
Send2me,"Send2me focuses on solving in an ingenious way the problems of the logistics of the last mile. Send2me is the way to receive and send packages without waiting.

The company develops a smart mailbox and an application to avoid having to waste time or resources while we're waiting at home; or we have to go to any logistics office to pick up or return our orders. An easy and simple solution, to a difficult and common problem of our day to day: the lack of time.

",Spain,2017-03-01,1
TFI International Inc,"TFI International Inc  is a North American leader in the transportation and logistics industry, operating across Canada and the United States through its subsidiaries. TransForce creates value for shareholders by identifying strategic acquisitions and managing a growing network of wholly-owned, operating subsidiaries. Under the TransForce umbrella, companies benefit from financial and operational resources to build their businesses and increase their efficiency.",Canada,1991-01-01,0
VCO,"VCO is a new generation of supply chain consulting and IT services, created to deliver cutting edge & cost effective supply chain consulting services and custom solutions by combining decades of supply chain industry experience.
 
Our in-depth supply chain experience provides our client with a strategic partner in implementing and maintaining complex end-to-end supply chain solutions – from Manufactures/Supplier Integration, Warehousing, Transportation, Labor and everything in-between.

Our R&D and IT infrastructure teams are equipped with latest technologies for providing development, support and integration to suit our clients’ implementation needs. We work with our clients and provide team-oriented project focuses, end-to-end implementation services and support methodologies.",United States,2014-01-01,0
I Believe,"I Believe is an e-commerce, logistics and convenience store franchise operator. Unlike traditional convenience stores, the company sources goods directly from manufacturers and provides online order placements, reducing the layer of purchases from whole-sellers.",China,2012-01-01,1
Panther,Panther specialises in two-man and one-man assisted delivery services for major brands and retailers.,United Kingdom,1989-01-01,1
"Kelron Distribution Systems, Inc.","Kelron Distribution Systems, Inc., doing business as Kelron Logistics Inc., provides transportation logistics solutions for industrial sectors.",Canada,1992-01-01,0
EKIHO,"EKIHO designs, produces and sells to private individuals and investors passive new-generation housing with a dual posture of manufacturer builder (general building company) and developer. Thanks to its innovative approach, EKIHO sells passive housing at the same price as conventional housing.",France,2015-01-01,0
Arcadia,arcadia is boosting construction site productivity & quality with a revolutionary app and platform which effectively streamlines engineering design to the construction site in a process that enables real-time collaboration & progress monitoring for the site & management team.,Israel,2016-04-01,2
Balfour Beatty plc,"Balfour Beatty is a leading international infrastructure group. They finance, develop, build and maintain innovative and efficient infrastructure that underpins daily life, supports communities and enables economic growth. Together with their partners and supply chain of small and large firms they finance, develop, build and maintain the vital infrastructure that we all depend on. 

For more than 100 years they have created and cared for the vital assets that enable societies and economies to grow: road and rail; airports, seaports, tunnels and bridges; health and education facilities; heat, light, power and water; places to live and places to work - the infrastructure that underpins all our lives and drives progress. 

From their beginnings in 1909 they have grown to become an international business operating in emerging and mature economies alike. They are now one of the few companies with the skills to deliver complex projects of huge scale and take advantage of the growth in long-term infrastructure markets. 

Their impact is in iconic structures and bold engineering feats, hidden innovation and buried pipes and pumps, and all the joined-up thinking, financing and partnerships that make up the world's great infrastructure projects today. 

The combined breadth of their capabilities and depth of their technical expertise makes them a true international leader in infrastructure. The dedication of thei people and the shared values that unites them give their many stakeholders the confidence to trust us and do business with us. They have a collective commitment to operate sustainably and safely wherever they operate.",United Kingdom,1909-01-01,0
Invicara,"Invicara is the developer of BIM Assure, a cloud-based collaborative BIM model checker. Helps architects, contractors and owners to maintain quality and consistent BIM data. Users publish their BIM models in BIM Assure, which then uses intelligent rules to find and highlight data issues related to the BIM model. Users can then take the necessary action to resolve them using the native BIM authoring platform. Has offices in Chennai and Singapore.",United States,2012-01-01,2
Boxit,"Boxit is an innovative solution for online shopping  through our network of our self-service Smart Lockers. 
Our lockers are located in strategic, safe, 24/7 locations  through cities, for a more convenient experience for collecting parcels without human interaction or lines. ",Panama,2015-01-01,0
Wuyi Dingxing,Wuyi Dingxing is an infrastructure construction service provider.,China,2016-05-01,1
Fetchh,"Fetchh offers an on-demand shipping, packaging and fulfilment platform for consumers and businesses.",Australia,2015-03-01,0
CarryParcel.com,"Ever wondered how convenient it would have been if you could send across priceless treasures to your loved ones from the comforts of your home!
We are pleased to introduce you to CarryParcel.com - India's leading online courier booking portal which is conceptualized in providing express courier delivery just at the click of a button!!!
Seems like a dream come true right!
We render our expertise in imparting Rapid, Cost effective, Reliable and Time-definite delivery of parcels across different locations all over India.
At Carryparcel.com we strive to achieve the highest level of Customer Satisfaction possible. Our cutting edge technologies, highly reliable logistics and state of the art customer service enables us to provide the fastest and the most reliable door to door transit times in the industry.",India,2016-01-01,0
The Boring Company,"The Boring Company is an infrastructure and tunnel construction company that aims to dig tunnels efficiently to facilitate an underground transportation network.

The company was founded by Elon Musk in late 2016.",United States,2016-12-17,0
Swimcapz,Swimcapz is a Company offering custom swim caps online.It offers online designer tool to create swimming caps online at affordable price with free shipping.,Canada,2008-06-24,1
Wyndy,"Wyndy is about strengthening families supporting college students building communities promoting diversity greater flexibility.

",United States,2016-01-01,1
Truckweb,"Truckweb provides tracking solutions for the road haulage segment, distribution logistics, and tracking applications.

It aims to provide support, management, and value to the logistics operation, with the aim of increasing the profitability and productivity of customers' businesses. The company maintains partnerships with data centers, software vendors, and hardware manufacturers to monitor the evolution and application of its solutions.

Truckweb has been in the market since 2000.",Brazil,2000-01-01,1
Woobius,"Woobius is a collaboration tool for architects and engineers, designed to help them cut costs and speed up the design process.

Woobius is a collaborative technology for the construction industry, free for small projects if not inexpensive. Woobius hub, Woobius eye and now Woobius showcase offers affordable mobile apps for projects.",United Kingdom,2007-10-02,2
Neumáticos al MejorPrecio,"Neumáticos al MejorPrecio has an experience of more than thirty years of marketing and managing tire repair shops in Europe. 

Their brand commits us, by definition, offer the lowest price in the market for each of the services and products offered.",Spain,2012-01-01,0
Budscene,"Budscene specializes in home and theater construction. It features a home theater and soundproof room based on the concept of Watch! Listen! Play.

The company was founded in 2009 and is based in Tokyo, Japan.",Japan,2009-04-28,2
Four Tees Engineers,Four Tees offers a complete range of services in fabrication and site work assisting in project management and offering solutions to clients engineering problems.,United Kingdom,1982-01-01,0
CityCare,"CityCare is an iOS based application that allows parents to book childcare services, specifically hiring babysitters. The app will feature a wide arrange of babysitters from a local university. Many of the CityCare sitters will be made up of highly qualified nursing students.",New Zealand,2015-01-01,0
Roth Hill,"Roth Hill, LLC provides engineering and consulting services, specializing in infrastructure. It provides services in the areas of water systems, sanitary sewer systems, streets and storm water, municipal planning and consulting, development, land surveying, grant and loan preparation, government relations, and construction.",United States,1970-01-01,0
Net30,"Net30 provides online invoicing and payment management tools for commercial constructors. Provides features like invoice generation, generates detailed SOVs(Schedule of Values), subcontractors bill generation against SOVs, Lien Waiver and compliance document generator, waiver calculation & automatic invoice update, payment management, payment distribution, tracking hidden cost, discount calculation, discount management, cash flow management and others.",United States,2016-01-01,2
Premium Transportation Logistics,"Premium Transportation Logistics, LLC provides a wide variety of ground transportation services.",United States,2002-01-01,0
Material Cargo,"Material Cargo is an upcoming online marketplace for construction material. Offers a variety of construction material through its platform such as cement, TMT bars, coarse aggregates, fine aggregates, RMC, wall putty, ans tiles. Ties up with manufacturers and sells their products online through its platform. Also offers a platform for users for price comparison, consultation and expert advisory on their construction needs. Operational in NCR Region as of Jan '16.",India,2015-01-01,2
Ecom Agroindustrial,Ecom Agroindustrial is a commodity merchant and sustainable supply chain management company.,Switzerland,1849-01-01,0
GoZopping.com,"GoZopping Venture Pvt. Ltd., are excited about making life simpler and grocery shopping a breeze! Now you can buy organic food & grocery online at your leisure and from the comfort of your home - no more standing in the long queues at ration shops, provision stores & supermarkets. Online grocery shopping is made easy & simple when you are shopping groceries at GoZopping.",India,2014-06-21,0
Al Ayuni Investment and Contracting,"AL-AYUNI Investment and Contracting Company is a “First Class” contractor in Saudi Arabia since 2006. AL-AYUNI operates in several business lines: Roads and Bridges, Railways, Buildings, Equipment O&M, Education, Information Technology, Marble and Mining, Precast production, Water & Power, Gas, Real Estate, Automotive and Manpower services.",Saudi Arabia,1960-01-01,0
HomeWellness,"HomeWellness will create a wave of sustainable home improvements that enhance quality of life for employees while helping employers reduce emissions, making corporate sustainability both personal to the employee and meaningful to the employer.",United States,2013-01-01,0
Construction Trader,"Construction Trader is a listing platform for used construction equipment. Dealers can upload the details of the equipment along with the price and post an advert. Equipment sold include rollers, compactors, excavators, cranes, drilling equipment, forks, aerial and agricultural equipment. Charges sellers who list their equipment based on the number of equipment",United Kingdom,2015-01-01,2
Euromac2 Group,"The Euromac2 group is a leader in the construction of low-energy homes. For more than 30 years, he has designed and manufactured particularly innovative systems for the construction of individual houses or buildings. These products, originally intended for a targeted clientele of precursors, allow to build to the strictest insulation standards (Low Consumption Building) provided by the new European regulations and those resulting from the Grenelle de l'environnement. ",France,1976-01-01,0
Storedrop,"On-Demand Delivery for Retailers. Delivering retail customer's orders within hours from their physical storefronts, warehouses, or 3PLs.",Norway,2018-02-18,0
MyShoperoo,"Developer of a personalization platform offering personal and trusted shopping concierge service for employees. The company's platform interacts with customers for shopping needs via artificial intelligence based messaging, enabling customers to locate an item of their needs in the nearby store and also provide delivery services.",United States,2018-04-01,0
LabFellows,"We believe scientists developing medical breakthroughs shouldn't have to spend 3 hours of their day on administrative tasks. Before LabFellows, they had to.

Our platform streamlines 3 hours of busy work into 5 minutes so scientists can do 60% more science!",United States,2014-03-01,2
DriveUp,DriveUp is an app,United States,2014-02-10,2
Ingecid,"Ingecid is a construction engineering company, in which, innovation, commitment to quality and customer service are its corporate values.

With international patents of great impact, Ingecid aims to be a reference in new construction processes in the field of civil engineering applied to sectors such as renewable energy.

Ingecid is a company that is characterized by identifying new engineering problems and developing innovative R & D & I projects that provide a competitive advantage for its customers.

With extensive experience in the training of Engineers, one of Ingecid's business areas is specialized technical training for large companies in the sectors of construction and EERR.",Spain,2008-01-01,0
Sempa Bilgi İslem Sanayi ve Ticaret,Sempa Bilgi İslem Sanayi ve Ticaret is provides mobile solutions that includes professional services in logistics and barcode applications.,Turkey,1995-01-01,1
Anonybox,"Anonybox is a decentralized and crowdsourced online platform on the IOTA Tangle-Network, that allows users to 
•	send packages 
•	receive packages, and  
•	act as a courier by delivering packages

all while guaranteeing a same day delivery.

Anonybox reaches this goal by constructing Smart Routes for the couriers by taking workload, location and future planned routes of the couriers into account. This is accomplished by our implementation of the Python-For-AI. Anonybox promises a hassle-free delivery by integrating self-fulfilling virtual contractual clauses to act as an insurance for all participating parties.

What problem ?

From the beginning of big logistics there has always been one big problem. The Last Mile. As big logistics enterprises don't have the capacity or skillset to act quickly and agile and tackle that problem, we, Anonybox, a Blockchain based, decentralized and crowdsourced logistics platform, try to solve this problem once and for all. Our system relies on self-executing Smart Contracts to provide the needed insurance, with parcels being stolen from many of the low paid couriers worldwide, and promises a guaranteed same day delivery inner-city. Our goal is to tackle the Last Mile in a decentralized and secure way using a Peer-to-Peertrust-less approach similar to Uber. By merging many upcoming technologies such as the Smart Contracts, the IoT sensors of many mobile devices (Bluetooth, GPS, Internet connectivity, QR-Code processing) and Artificial Intelligence for our Smart Routes and by being a crowdsourced platform, we can offer a complete one-stop solution regarding the problem of the Last Mile in modern logistics.",Germany,2017-08-01,1
Virtroid,"Virtroid was a 3D media company that provided a mobile app that enabled users to create photorealistic 3D content. The 3D reconstruction algorithms converted physical interior spaces into realistic and measurable 3D models. They also provided a virtual touring feature and allowed users to view, edit and share 3D content through the app. The company was acquired by Magic Leap in 2016.",United States,2014-01-01,2
Blumatica,"Blumatica develops software solutions for the construction industry. Its solutions are also targeted at security, design and public sector companies. It offers solutions for creating BIM models, creating 2D/3D designs, designing scaffoldings & other structures, estimate security costs on a construction site, design construction site layouts, and more.",Italy,1996-01-01,2
Tobly,"Tobly is an online marketplace and enterprise solution for equipment rentals with locations in  NYC, Miami, Los Angeles, and San Francisco.",United States,2014-08-08,2
GuardedNet,"GuardedNet is focused on the development of enterprise security information and event management technology solutions for financial institutions, logistics companies, and federal agencies. It offers neuSECURE, a product suite that is able to aggregate logs from various security devices in real-time. It also provides reporting and audit tools for regulatory regimes such as HIPAA, Gramm-Leach Bliley, and Sarbanes-Oxley.

GuardedNet was acquired by Micromuse in March 2005.

GuardedNet was founded in 1999.",United States,1999-01-01,1
Gerety Building & Restoration,"For more than 35 years, Gerety Building & Restoration has helped to transform, enlarge, enhance and restore homes throughout the Westchester County, NY and Fairfield County, CT area. 

We believe that our success is not only due to the fact that we strive for nothing but the very best, but also because we have tremendous respect for you and your property. While the quality of our work is incredibly important to us, our philosophy also holds that building lasting relationships of trust with our clients and associates is equally valuable. This philosophy has led us to become one of the most respected remodeling contractors in the region.

We are a full-service remodeling contractor specializing in renovations, additions, and restorations.",United States,1978-01-01,0
Signature Controls Systems,"SCS specializes in advanced Vehicle Access and Revenue Control Systems. System Integrator that distributes, installs & services the Midwest",United States,1987-01-01,0
Shapetrace,"Shapetrace is a cloud-based mobile solution for quality control in construction projects. The tool inputs detail 3D or BIM model, user scans the interior spaces and built environment using a mobile 3D sensing device, and the tool  detects errors between the 3D design plan and site-condition model, identifying and geo-locating erroneous objects. Winner of MaRS 2015 Up-Start! competition. Emerged from the Founder Institute startup accelerator, is part of the B.E.S.T. Hub at York University, and is affiliated with Sector 75 business incubator.",Canada,2014-01-01,2
BuildBlockz,"BuildBlockz is an online listing portal for  builders, contractors, architects and interior designers city wise. An easy to use calculator to estimate the cost of construction is in the development stage. Currently in beta.",India,2015-01-01,2
Indemand,"Indemand is a SaaS solution enabling grocers and supermarkets to sell online and offer home delivery to their customers.

Customised exclusively for their brand, stores get their own Instacart-like experience, without losing control, access to customer data or selling through a third-party channel. Our solution helps them every step of the way right from the online ordering experience, through packing of the groceries to fast hourly delivery to their customers.",United States,2015-12-29,2
Hosmer Toyota,"Hosmer Toyota has the complete lineup of new Toyota Yaris, Corolla, Camry, Avalon, Prius, Venza, RAV4, FJ Cruiser, Highlander, 4Runner, Sequoia, Land Cruiser, Tacoma, Tundra and Sienna models to choose from.  Plenty of used cars and Certified Pre-Owned Toyota models are in stock as well.  Auto sales, financing and leasing are available on premises as well as expert Toyota service, genuine Toyota parts and a full service tire center.",United States,1967-01-01,0
Hamilton Pacific,"Hamilton Pacific is provides security services and project management services to financial and commercial communities in the United States. It provides financial institution services, including design, construction, maintenance, and service of bank equipment, ATM installations, ATM roll out and relocation services, entry control units, bandit barriers, bullet resistant glass, custom vault services, teller lockers, pneumatic systems, safety deposit boxes, and time delayed access systems.",United States,1976-01-01,0
Found.ation,"Found.ation is a leading startup enabling platform for tech-oriented products & services in SE Europe.

We operate our own proprietary company launchpad, designed to defeat toxic startup environments and to build scalable businesses, by providing end-to-end support & guidance to ambitious teams for the first 12 months.

The truth is, great ideas cannot wait. We understand that each startup company is unique and that there is no “one size fits all” paradigm in innovation.We identify the crème de la crème of founders, through a process based on scouting and intelligence, education and continuous community building efforts. Our founders are skilled and experience professionals with deep understanding of their target-market and a genuine sense of urgency.

We then work with the teams and help them create innovative products and services that solve real-life problems by giving them access to education, talent, networking and unfair advantages.",Greece,2012-01-01,0
Sterling Manufacturing,"Sterling Manufacturing, a countertop and cabinetry installation business. Sterling Manufacturing fabricates and installs countertops and installs cabinets, primarily for homebuilders from Tampa to Naples. ",United States,1982-01-01,0
Voom Flights,"Voom operates an on-demand helicopter booking platform. Uma Subramanian founded it on March 1, 2017, with its headquarters in São Paulo in Brazil as a subsidiary of Airbus Helicopters since February 13, 2018.",United States,2017-03-01,1
BuildDirect,"BuildDirect is an online retailer of home improvement products like tiles, carpets, roofing materials, kitchen and bathroom products etc. Launched an online marketplace in February 2016 for third-party sellers to sell their products. The portal allows sellers to use BuildDirect analytics and any of the six warehouses to stock their products to increase their sales. The commission taken by BuildDirect varies according to the product. Claims to be selling over 8.2 million pounds of products each month as of February 2016. Also provides a virtual tool to design and customize renovations on a blueprint. Has acquired DraftingSPACE in 2015.",Canada,1999-01-01,2
ParcelBroker,"ParcelBrokers's online delivery service finds you the lowest delivery prices in the UK, Europe and the rest of world without compromising service.",United Kingdom,2006-05-25,0
RoadRunner24,"RoadRunner24 is a courier service and same-day delivery logistics company providing shipping from San Jose, Palo Alto, San Mateo, San Francisco and surrounding areas.

RoadRunner24 solves same-day delivery challenges for business by offering a superior experience built on convenience, reliability and unmatched service, all powered by a proprietary technology platform. RoadRunner24 provides easy web ordering, flexible delivery options, transparent pricing, real-time tracking and confirmations, up-to-the-minute ETAs, Runner ratings and a seamless logistics platform.  RoadRunner24 helps businesses with their complex same-day delivery logistics needs so they can better, and more efficiently, serve their own customers. Headquartered in San Jose, California, RoadRunner24 was launched in 2014 by a seasoned management team.",United States,2014-01-01,0
Blubirch,"Blubirch offers an unmatched end to end Reverse Logistics Solution to maximize recovery from returned, unsold and unused technology assets for retailers, OEMs/ODMs and enterprises. Contribute to Greener Earth by putting products back in the hands of customers, not in landfills. Blubirch offers End-To-End Reverse Logistics Solution that helps Retailers, Enterprises, and Individuals in maximizing the value from unutilized inventory in a transparent, trustful and compliant way. Our experienced team, deep down stream network and technology enabled platform ensures optimal recovery through smart channel allocation for your inventory. We protect your brand by ensuring a compliant and transparent process, and ensure that you avoid channel conflict.",India,2014-01-01,1
Localitree,Localitree is aggregating the extremely fragmented and offline market of Indian Subcontinent Groceries overseas and provides Same Day Delivery of Groceries & Household Essentials.,Hong Kong,2018-03-27,0
Starbook,Home care services platform,Italy,2017-02-01,1
Bluebook,"BlueBook offers residential and commercial landscaping and remodeling services. The company offers products to estimate the cost of real estate projects. Its products are used by contractors for estimating the cost of a project, billing, and invoicing; homeowners to estimate the cost of repair or remodel,; agents and inspectors to accurately estimate repair costs for inclusion in their BPO's and Inspections.",United States,1964-01-01,0
Cavalier Logistics,"Cavalier Logistics is a privately held Veteran Owned Small Business specializing in full service logistics solutions to meet today’s demanding environment in both the commercial and government sectors. Founded in the United States in 1986, Cavalier has gained a reputation for providing outstanding quality that continues to secure a loyal customer base.
The Group is committed to working within established quality procedures to provide each customer with the most reliable personalized service and dedicated to the continuous development of both their people and our services. They pride ourselves on providing a flexible and innovative approach to achieving solutions for their customers, helping them in turn to meet the increasing demands of their customers.  ",United States,1986-01-01,0
Perfect Hire,"We offer a wide rang of high quality equipment and tools, but what differs us from our competitors is we offer skilled operators, tradesmen and labourers with years of experience to help you get the job done professionally and on schedule.",Australia,2015-01-01,0
Format Builders & Contractors,"Started in 2009 as an enterprise, Format Builders & Contractors works as a general contractor and has become a limited liability company in 2018. Over the years, it has undertaken many challenging projects and accumulated skills, know-how and experiences in design and build solutions, project management services, building trades and related engineering works. The company is actively involved in civil engineering, construction works, architectural & structural engineering, consultancy services and trade in construction materials.",Ghana,2018-05-01,2
Go Lama Go,"Golama express delivery service from Moscow hypermarkets. Let's bring products today and from 90 minutes!They work for you, not for the store. They  are interested to bring you only the freshest, the best, so that you are satisfied and take advantage of our service again. Our employees choose the product for your order for yourself. Each product is evaluated by several quality steps: expiration dates, package integrity, visual appeal, freshness, ripeness, aroma, compliance with a specified weight, etc.",Russian Federation,2017-03-22,2
Aviator Airport Alliance Europe,"Aviator Airport Alliance Europe provides Aviation Services to meet all your support service needs, from Passenger.

Aviator provides Aviation Services to meet all your support service needs, from Passenger and Baggage Handling through De-icing, Cargo and full Freight Handling to Station Services, including Airport Security and the Nordic Dino Aircraft Washing Robot. Our flexible and cost effective solutions can meet the highly varied support service needs of five-star airlines, low-cost airlines and cargo airlines at 17 stations across the Nordic region and at Manchester.

",Sweden,2010-01-01,0
RPA Labs,"RPA Labs automates business processes using Robotic Process Automation (RPA) by combining artificial intelligence, machine learning, natural language processing, and data management.  Focused on the supply chain and logistics industries, RPA Labs offers three types of automation:  Process/Document, Email, and Conversation. Go to rpalabs.com for more information.",United States,2019-04-22,2
Shipitwise,Shipitwise builds a SaaS software for transportation companies. We provide an API to digitalize and connect logistics service providers with their business customers.,Estonia,2016-01-18,0
VRL Logistics,"VRL has grown into a nationally renowned logistics and transport company which is currently the largest fleet owner in India with a fleet of 2691 Vehicles (Including 196 hi-tech tourist buses & 2495 Trucks) as of 15th August 2008.as published in the Limca Book of Records. Over the years VRL has pioneered in providing a safe and reliable delivery network in the field of parcel service. It has spread its operations to Courier Service, Express Cargo & Aviation to meet the growing demand of the burgeoning customer base.",Australia,1976-01-01,1
MCS Fulfillment,MCS Fulfillment has  extensive experience  in the field of business-to-customer orders. Every day we immerse ourselves in the experience of the customer and they have grown rapidly in a relatively short time. How does the customer experience your webshop and how do you get more profit? They are happy to advise you on promoting your position in the B2C market. Whether it concerns about 20 orders or 1000 shipments per day: in all cases they ensure an accurate way of shipping and handling.,Netherlands,2009-01-01,0
Manlift Group,"Manlift specialises in aerial work platforms rental and sales, we offer access equipment lifts, scissor lifts, articulated and telescopic boom lifts, spider lifts and vertical lifts. Working at heights safely and efficiently is our core business. Manlift attaches paramount importance to working at heights safely and efficiently. Therefore, we understand how important it is for your employees to receive adequate access platform training. Manlift is an IPAF Certified Training Center offering IPAF certified training, PASMA training and MEWP for Managers training courses.",United Arab Emirates,2008-01-01,1
ProGlove,"ProGlove develops smart gloves that enable manufacturing and logistics staff to work faster, safer and easier. Process steps can be documented hands-free, giving instant feedback to the user. With ProGlove, ergonomics, efficiency and quality are at the core of its functionality since you work and scan at the same time.",Germany,2014-12-30,0
Horizon Shipbuilding Inc.,"Horizon Shipbuilding engages in designing, building, constructing, converting and repairing, operating, and maintaining ships, boats, and barges for tug and barge operators, the offshore oil industry, government and commercial clients, the cruise and diving industry, and the specialized craft industry in the United States and internationally.",United States,1995-01-01,0
Becon Ltd.,"Becon, the renewable energy service provider. Becon has grown to be one of the service providers for high voltage maintenance and switching services, landscaping maintenance and civil groundworks for renewable energy schemes in the UK.

",United Kingdom,2009-01-01,0
McCormick Systems,"McCormick Systems provides estimation and take-offs tool for electrical, plumbing, transmission, and ABS subcontractors. Its software helps in on-screen take-off, use pricing services like Trade Service and Net Pricer to estimate material costs and labor costs. Also, helps track change orders. Claims to be used by over 8000 companies as of May 2016.",United States,1979-01-01,2
SMST,"SMST specializes in the delivery of customized fast offshore craft and lifting, transportation, drilling and pipelay systems.",Sweden,2006-01-01,0
OpenSpace,"OpenSpace offers photo documentation which is automatically pinned to plan location with AI. It specializes in computer vision and construction. 

The company was founded in 2017 and is headquartered in San Francisco, California.",United States,2017-09-01,2
buildXACT,"buildXACT is a cloud-based software for builders and subcontractors to perform cost estimations and quantity take-offs before bidding. Users can use their own price list or the one offered by buildXACT to create estimates, generate professional quotes, track actual expenses against the estimates, and manage purchase orders. Sold through a freemium model with the premium version pricing varying from $122 per month to $196 per month. Offers integrations with Xero, MYOB or Quickbooks for accounting.",Australia,2010-01-01,2
LMI,"LMI is a consulting firm dedicated to improving the management of government. With more than 1,000 consultants, we design and implement solutions to some of the toughest problems facing government managers in logistics, information technology, and resource allocation.",United States,1961-01-01,0
Homepod,"Homepod is a marketplace for discovering and buying architectural resources that are benchmarked with a sustainability factor. Sets sustainability factor by analysing the data in the sellers’ product description and sets a benchmark on sustainability for the material used, helping architects make eco-friendly decisions while specifying or purchasing. Claims to be having 1325 subscribers as of April 2016. Pricing starts from £29 per month. Plans to launch mobile apps for iOS, Android, Blackberry and Windows devices. 1st Place in CleanTech from ImpactHUB Westminster in 2015.",United Kingdom,2015-01-01,2
Depco Power Systems,"Depco buys and sells new, used and rebuilt generators, industrial engines, marine engines, power units, transfer switches and more.

With hundreds of units in stock ready to be shipped anywhere in the world, Depco's knowledge of buying and selling equipment can help you get the right unit, at the right time, and at the right price. All of our units undergo the unique and rigorous Depco Quality Process, which includes expert servicing, comprehensive refurbishment and rigorous testing. All of our certified units carry the Depco Guarantee.",United States,1991-01-01,0
Power Vehicle Innovation,"PVI (Power Vehicle Innovation), which specializes in the conversion of commercial vehicles to electricity or natural gas.  PVI currently offers three fully-electric powertrain solutions, the L, XL and XXL powertrains. The first one powers among others the Gépébus Oréos 2X minibus, the Aptinéo Vehixel minicoach and the DongFeng/Haide 7.5t truck in China, etc.);

",France,2006-01-01,0
LSP Solutions,"LSP Solutions is a provider of customs and warehouse management solutions. LSP Solutions provide customs compliance management solutions, bonded warehouse administration, contract logistics and warehouse management.",Netherlands,2010-01-01,1
Kairos VR,"KairosVR creates and develops virtual environments to enhance visualisation and understanding of architectural and engineering projects. Was acquired by The Soilus Group in April 23, 2014.",United Kingdom,2013-01-01,1
Microflown AVISA,"Microflown AVISA provides complete acoustic situational awareness for the purpose of both self-protection and target acquisition for all sorts of military vehicles, ranging from open unarmored recce vehicles to (rubber) tracked shooting infantry fighting vehicles and tanks. For an individual vehicle, a single so called Acoustic Multi Mission Sensor (AMMS) can be used to detect, locate (and where applicable track) the positions of small arms fire or a helicopter/drone. The same AMMS is able to detect the direction of a RPG being fired upon a vehicle. A more advanced version is the CAMEL, two AMMSs on a vehicle deck providing more spatial distribution and hence better performance. When networked, the CAMELS become part of the CARAVAN, providing convoy protection also against mortars and light artillery. But the same network also creates a mobile (passive) sound ranging array, a passive function replacing (active) weapon localization radars.",Netherlands,2011-01-01,0
Removals Perth,"Friendly courteous furniture removalists in Perth WA, providing careful on time low cost removals so your move is totally stress free. We are expert removals and packing professionals. Having moved mansions in Dalkeith to units in Perth CBD or beach homes in Dunsborough. Every move is performed with quality service and products. Serving Perth for 30 years",India,2000-12-19,0
Yulio,"Yulio provides software to convert 3D renderings into immersive VR experiences. Designers and architects can export 3D models from SketchUp, 3ds Max, Revit, or Rhino through its plugins, then add, edit & delete projects from a web browser, create continuous sequences from multiple images which can then be shared with their clients.",Canada,2016-01-01,2
WebReforma,"WebReforma iaims to help its users to find specialized service providers to build, remodel, decorate and transform any type of property - residence or commercial.

WebReforma allows the user to do theirresearch by professionals and companies. Through the platform they will able to evaluate companies and service providers and further improve their catalog. The company also regularly provide its customer with a number of tips and news about its industry.",Brazil,2014-01-01,0
Graphisoft,"Graphisoft provides BIM software for architects, interior designers and planners. Its products include ArchiCAD (for 2D and 3D drafting, visualization and documentation), BIMcloud (to work on the same building simultaneously with ArchiCAD), MEP Modeler (extension for incorporating duct work and piping), EcoDesigner(to evaluate energy performance) and BIMx (for presentation, navigation and measurements).",Hungary,1982-01-01,2
Seldat Technology Services,"At Seldat Technology Services (STS), we are problem solvers, next-generation thinkers, and efficiency aficionados. In a rapidly accelerating world, STS is an end-to-end technology partner with the broad range and depth of expertise, international footprint, and trained, diversified talent to bring supply chain success to any business.

Headquartered in New Jersey with offices in more than half a dozen countries, including the US, Canada, Israel and Vietnam, STS’s 250+ employees enable business and customer success through technology solutions catered to individual business needs. Operating at both local and global scales, STS offers comprehensive solutions packages comprised of supply chain consulting, customized IT services, nearshoring, supply chain automation, product R&D, and best-in-class customer support. Our carefully phased approaches and dedicated teams help our clients anticipate the future of business and adopt best practices – by deploying teams, launching projects, and developing products faster, more economically, and more effectively. ",United States,2006-01-01,0
